face,voice,label
-0.8468,-0.10729000000000001,33
-0.7641,0.9416399999999999,33
-0.9004,-0.10367,33
-0.96,0.26693,33
-0.4955,-0.5939300000000001,34
-0.4865,-0.1486,34
-0.3905,-0.92009,34
-0.1982,-0.40431999999999996,34
-0.5243,0.30988000000000004,34
-0.0963,0.53075,34
-0.3591,-0.57038,34
-0.2209,0.25902,34
-0.4238,-0.3031,35
-0.4779,0.16050999999999999,35
-0.3657,-0.73656,35
-0.0757,-0.19002,35
-0.7093,0.21335,35
-0.2424,0.8637600000000001,35
-0.4311,-0.70238,35
-0.4137,0.13092,35
-0.8313,-1.5607,36
-1.0675,-1.3746,36
-0.5786,-1.955,36
-0.7058,-1.7486,36
-0.4998,-1.186,36
-0.4048,-0.94383,36
-0.6239,-1.8030000000000002,36
-0.7026,-0.91179,36
-0.1406,0.32225,37
0.0101,1.2643,37
-0.2418,0.00173,37
-0.3111,0.12942,37
-0.3184,0.56489,37
-0.3912,1.5721,37
-0.3629,0.53282,37
-0.5689,1.0109,37
-0.5815,1.8304,38
-0.7488,2.3691,38
-0.5202,1.1385,38
-0.6827,1.9247,38
-0.545,1.8795,38
-0.5345,2.3026,38
-0.8157,1.2304,38
-0.8101,1.9358,38
-0.3759,2.1081,40
-0.4136,2.3937,40
-0.3281,1.6251,40
-0.3079,1.9335,40
-0.4828,2.9818,40
-0.317,2.7539999999999996,40
-0.3309,2.4494,40
-0.5529999999999999,2.2851,40
-0.5035,-0.07039,41
-0.376,-0.0582,41
-0.3863,-0.89495,41
-0.521,-0.57001,41
-0.3717,-0.29186,41
-0.573,0.34336,41
-0.6131,-0.8874799999999999,41
-0.546,-0.13482,41
-0.5928,2.3927,42
-0.5506,3.2425,42
-0.3351,1.6686,42
-0.0748,2.5505,42
-0.6615,2.4895,42
-0.2286,3.2835,42
-0.4879,2.1928,42
-0.5616,2.8109,42
-0.5616,0.8073600000000001,45
-0.6261,2.616,45
-0.6531,0.17089000000000001,45
-0.5191,1.7945,45
-0.7118,1.2158,45
-0.7333,2.5854,45
-0.6742,1.1865,45
-0.8726,1.9768,45
-0.7844,-0.69071,47
-0.5726,-0.4596,47
-0.348,-1.4288,47
-0.2023,-0.53523,47
-0.5154,-0.48184,47
-0.2085,-0.19626,47
-0.4878,-1.0991,47
-0.3792,-0.14667,47
-0.7566,-0.1622,49
-0.7833,1.6380000000000001,49
-0.6092,-0.6148,49
-0.5515,1.0406,49
-0.8481,0.10644,49
-0.6652,1.315,49
-0.8048,0.09721,49
-0.9365,1.4587,49
-0.5219,-0.45407,50
-0.5676,-0.1582,50
-0.3045,-0.7643800000000001,50
-0.5794,0.10165,50
-0.5608,-0.00852,50
-0.3887,0.298,50
-0.5974,-0.67978,50
-0.6593,-0.0202,50
-0.5613,0.27676,51
-0.6591,0.9048299999999999,51
-0.3149,0.02141,51
-0.3102,0.6877,51
-0.635,0.66403,51
-0.2911,1.0379,51
-0.4504,0.52372,51
-0.4375,0.53763,51
-0.6793,-0.9845700000000001,52
-0.3209,-0.4541,52
-0.4419,-1.3537,52
-0.5413,-0.5997399999999999,52
-0.6128,-0.44959,52
-0.2264,0.014369999999999999,52
-0.7097,-1.0402,52
-0.5215,-0.23601,52
-0.3109,-0.27058000000000004,53
-0.4529,0.5120600000000001,53
-0.2392,-0.6483399999999999,53
-0.4055,0.08928,53
-0.3954,-0.19735,53
-0.4691,0.5957399999999999,53
-0.142,-1.1354,53
-0.3368,0.07131,53
0.0058,1.7548,54
-0.0336,1.9407,54
0.0423,1.2181,54
-0.1063,1.7567,54
0.0942,2.0607,54
-0.0529,2.2146,54
-0.0779,1.6997,54
0.0012,1.5621,54
-0.4928,0.5939,55
-0.7635,1.1518,55
-0.45299999999999996,-0.022269999999999998,55
-0.3536,0.60823,55
-0.4644,0.8408200000000001,55
-0.3766,1.4331,55
-0.5946,0.21298000000000003,55
-0.4052,0.80214,55
-0.5025,-0.38008000000000003,56
-0.5693,0.92485,56
-0.3743,-0.42791,56
-0.5809,0.48806000000000005,56
-0.4558,0.21236999999999998,56
-0.6467,1.2183,56
-0.4863,-0.6846800000000001,56
-0.5409,0.53682,56
-0.5184,-0.69834,58
-0.6667,-0.5486,58
-0.4287,-0.9026,58
-0.3341,-0.5412,58
-0.6692,-0.3086,58
-0.2242,-0.23390999999999998,58
-0.4702,-1.0132,58
-0.4978,-0.46287,58
-0.8372,1.1988,60
-0.8488,1.642,60
-0.7629,0.0147,60
-0.7303,0.8739299999999999,60
-1.0154,0.9568700000000001,60
-0.8491,1.0143,60
-0.8052,0.70047,60
-1.0916,0.9102,60
-0.7389,0.5607,61
-0.9688,1.0479,61
-0.7187,0.09422,61
-0.6196,1.0448,61
-0.8876,0.57324,61
-0.8190000000000001,1.4739,61
-0.7055,0.44923,61
-0.9826,0.69465,61
-0.1238,0.01824,64
-0.0961,-0.0862,64
-0.2901,-0.9444,64
-0.3455,-0.60563,64
-0.2078,-0.1369,64
-0.3222,0.16609000000000002,64
-0.3548,-0.41588,64
-0.301,0.06802000000000001,64
-1.6114,1.0572,65
-1.7606,1.0874,65
-1.4915,0.9593799999999999,65
-1.5341,1.0458,65
-1.4951,0.66609,65
-1.2937,1.6712,65
-1.4426,1.0855,65
-1.4712,0.65042,65
-0.447,-0.82268,66
-0.6722,-0.852,66
-0.2982,-1.2983,66
-0.2387,-1.0255,66
-0.4219,-0.65394,66
-0.0211,-0.0119,66
-0.2428,-1.1445,66
-0.1571,-0.48613,66
-0.1759,0.65392,68
-0.4423,0.90486,68
-0.0236,0.22282,68
-0.0384,0.58977,68
-0.0539,0.77546,68
-0.1145,1.5444,68
-0.1291,0.34294,68
-0.1912,0.9295399999999999,68
-0.4698,-0.7145100000000001,69
-0.1119,-0.5275,69
-0.4087,-0.9596100000000001,69
-0.3878,-0.6983,69
-0.5042,0.17725,69
-0.4023,-0.07862999999999999,69
-0.4901,-0.80948,69
-0.3974,-0.27741,69
-0.5659,-0.02512,71
-0.3626,0.23085,71
-0.2521,-0.43341999999999997,71
-0.1998,0.09764,71
-0.5033,0.73642,71
-0.1737,0.9980399999999999,71
-0.3386,-0.65308,71
-0.2571,0.38117,71
-0.4481,-0.65103,72
-0.5303,-0.4907,72
-0.4236,-0.79851,72
-0.5569,-0.49762,72
-0.2699,-0.06334,72
-0.3462,-0.00187,72
-0.4294,-0.87308,72
-0.5999,-0.16338,72
-0.6387,-0.9458700000000001,73
-0.5962,-0.8779,73
-0.4084,-1.1331,73
-0.3207,-0.8643700000000001,73
-0.7496,-0.32483,73
-0.4863,0.06283,73
-0.6802,-0.9926799999999999,73
-0.6682,-0.25895999999999997,73
-0.4099,0.25333,74
-0.2516,1.3545,74
-0.3668,-0.49693999999999994,74
-0.3432,0.7579899999999999,74
-0.4198,0.6177699999999999,74
-0.595,1.5956,74
-0.4716,-0.11625999999999999,74
-0.642,1.2443,74
-0.1847,0.8707299999999999,75
-0.0757,1.4597,75
-0.2488,0.58831,75
-0.3225,1.3171,75
-0.3209,1.1663,75
-0.3695,1.7336,75
-0.2725,0.9088299999999999,75
-0.3816,1.0935,75
-0.5354,0.37419,78
-0.7385,1.4171,78
-0.5503,0.022690000000000002,78
-0.4406,1.1462,78
-0.5775,0.8915799999999999,78
-0.7005,1.6935,78
-0.6302,0.56718,78
-0.7677,1.2121,78
-0.6561,0.53952,79
-0.6359,1.5573,79
-0.6078,0.052410000000000005,79
-0.5834,1.2458,79
-0.752,1.0127,79
-0.4944,1.9009,79
-0.5622,0.04983,79
-0.6726,1.3841,79
-0.516,-0.10819000000000001,80
-0.4086,-0.1462,80
-0.3354,-1.1901,80
-0.3619,-0.4695,80
-0.4295,-0.15308,80
-0.1039,0.46386000000000005,80
-0.4003,-0.78108,80
-0.4383,-0.06674,80
-0.3511,0.19839,82
-0.5238,1.4686,82
-0.4976,0.17529,82
-0.48200000000000004,1.2094,82
-0.4982,0.93311,82
-0.3857,1.9127,82
-0.6099,0.4297,82
-0.5928,1.5052,82
-0.3064,-1.2029,85
-0.3842,-0.8157,85
-0.2251,-1.0763,85
-0.2121,-0.93678,85
-0.3709,-0.36157,85
-0.0384,-0.01143,85
-0.251,-1.1484,85
-0.2347,-0.336,85
-0.9405,-0.28663,89
-0.998,-0.2586,89
-0.7048,-0.91505,89
-0.7301,-0.47036999999999995,89
-0.9103,-0.08842,89
-0.4811,0.58523,89
-1.0009,-0.85908,89
-0.8989,-0.0017800000000000001,89
-0.6893,-0.52512,90
-0.473,-0.5103,90
-0.5104,-0.8920299999999999,90
-0.495,-0.39554,90
-0.7194,0.32183,90
-0.465,0.32183,90
-0.6765,-0.72148,90
-0.7248,0.12015,90
-0.4707,0.56214,91
-0.2533,0.74762,91
-0.3676,-0.08359,91
-0.2158,0.13993,91
-0.2869,0.7192,91
-0.1409,1.0827,91
-0.4855,-0.19782,91
-0.4165,0.71128,91
-0.5837,0.27773000000000003,92
-0.5723,1.1749,92
-0.4563,-0.01208,92
-0.3238,0.87198,92
-0.6212,0.83472,92
-0.215,1.7572,92
-0.5660000000000001,0.12095999999999998,92
-0.4752,1.3405,92
-0.73,-0.80505,99
-0.8993,-0.6752,99
-0.3787,-1.3833,99
-0.5233,-0.95788,99
-0.6847,-0.43592,99
-0.2271,-0.027710000000000002,99
-0.5982,-1.0093,99
-0.6751,-0.41156000000000004,99
-0.846,-0.36128000000000005,101
-1.0528,0.09489,101
-0.8407,-0.6865399999999999,101
-0.6875,-0.0017699999999999999,101
-0.9133,0.34807,101
-0.7955,0.88203,101
-0.7396,-0.80988,101
-0.8822,0.21395999999999998,101
-0.5769,-0.84804,102
-0.4225,-0.1668,102
-0.3727,-1.7366,102
-0.647,-0.33576,102
-0.5656,-0.78606,102
-0.3278,0.3849,102
-0.7147,-1.2142,102
-0.6617,-0.35774,102
-0.7089,-0.17225,103
-0.4955,-0.1657,103
-0.3015,-0.5183,103
-0.5504,-0.30249000000000004,103
-0.6479,0.15812,103
-0.5172,0.33244,103
-0.6748,-0.7653800000000001,103
-0.7635,0.05892000000000001,103
-0.2356,0.1445,105
-0.6165,0.66379,105
-0.1742,-0.5060100000000001,105
-0.3752,0.42693000000000003,105
-0.1221,0.31937,105
-0.4981,0.89349,105
-0.1629,-0.53198,105
-0.3057,0.51122,105
-0.4989,2.4684,108
-0.5535,3.0027,108
-0.3072,1.9386,108
-0.0682,2.1532,108
-0.4497,2.6889,108
0.2051,2.3653,108
-0.2887,2.8279,108
-0.2227,2.5193,108
-0.7852,-0.89965,110
-0.6745,-0.6052,110
-0.5682,-1.2023,110
-0.5101,-0.78487,110
-0.7955,-0.21991999999999998,110
-0.3902,0.04944,110
-0.6446,-0.80338,110
-0.7028,-0.25275,110
-0.3129,-0.89156,112
-0.4016,-0.7724,112
-0.2506,-0.94831,112
-0.2576,-0.77407,112
-0.3188,-0.42145,112
-0.1304,-0.30303,112
-0.2799,-0.8204799999999999,112
-0.1904,-0.35941,112
-1.0023,0.45958999999999994,113
-0.9997,1.1011,113
-0.9185,0.53003,113
-0.7732,0.9413,113
-1.1933,1.3997,113
-0.8346,1.4926,113
-0.9196,0.38477,113
-1.0899,1.1966,113
-0.1356,1.0992,115
-0.0095,2.2325,115
-0.0389,0.52375,115
-0.1768,1.2916,115
-0.3314,1.75,115
-0.37,1.5768,115
-0.1559,1.0689,115
-0.2429,1.7154,115
-0.1144,-0.88821,116
0.0869,-0.7581,116
-0.0769,-1.0039,116
-0.26,-0.7554,116
-0.0445,-0.08949,116
-0.2871,-0.24986999999999998,116
-0.2646,-1.0365,116
-0.1377,-0.21128000000000002,116
-0.6307,1.2992,121
-0.7509,2.6605,121
-0.3917,0.058870000000000006,121
-0.5404,1.6281,121
-0.6579999999999999,1.5814,121
-0.5707,2.1936,121
-0.6416,1.0449,121
-0.7076,1.7065,121
-0.3439,1.2625,122
-0.2674,2.2071,122
-0.3431,0.49394,122
-0.5387,1.7529,122
-0.2939,1.6567,122
-0.3537,2.4228,122
-0.4471,1.1139,122
-0.4908,1.7993,122
-0.1584,0.022609999999999998,123
-0.4359,0.8301200000000001,123
-0.0706,-0.75856,123
-0.266,0.59404,123
0.1199,0.44793999999999995,123
-0.1506,1.1792,123
-0.1609,-0.30998000000000003,123
-0.1938,0.53885,123
-0.6076,-0.26941,124
-0.9947,0.56174,124
-0.4152,0.30625,124
-0.6481,0.47641999999999995,124
-0.6429,0.55638,124
-0.5753,1.1981,124
-0.7040000000000001,0.10052,124
-0.5501,0.63479,124
-0.9669,-1.0005,125
-0.8555,-0.708,125
-0.716,-1.2674,125
-0.6243,-0.65291,125
-0.8015,-0.23651,125
-0.5517,-0.00053,125
-0.8695,-0.9176799999999999,125
-0.9016,-0.36865,125
-0.6303,1.0845,126
-0.4584,1.8622,126
-0.6129,0.44733,126
-0.5297,1.5896,126
-0.9321,1.0472,126
-0.7082,1.9427,126
-0.815,0.34964,126
-0.8959999999999999,1.1205,126
-0.0612,1.3345,129
-0.046,1.5921,129
-0.0268,0.7566,129
-0.0689,1.268,129
-0.0883,1.2917,129
-0.0547,1.8492,129
-0.09,0.78962,129
-0.0312,1.4279,129
-0.9869,0.03146,132
-0.8391,0.8554299999999999,132
-0.6852,-0.35474,132
-1.0875,0.030289999999999997,132
-1.0507,0.34709,132
-0.8931,1.2185,132
-0.9378,-0.46998,132
-1.0734,0.68498,132
-0.8653,-0.5656800000000001,133
-0.7568,0.09782,133
-0.8197,-0.9874700000000001,133
-0.9093,-0.02164,133
-0.9454,-0.44377,133
-0.7923,0.80379,133
-0.8121,-0.65708,133
-1.1459,0.060739999999999995,133
-0.8179,-0.0998,135
-0.622,-0.2039,135
-0.6097,-0.42086,135
-0.5492,-0.16825,135
-0.8452,0.08641,135
-0.2076,0.007790000000000001,135
-0.7736,-0.70058,135
-0.7826,0.04924,135
-0.5289,-1.1452,136
-0.4314,-0.9544,136
-0.514,-1.178,136
-0.5585,-0.75949,136
-0.517,-0.47024,136
-0.373,-0.18445999999999999,136
-0.4911,-1.2918,136
-0.5295,-0.56689,136
-0.3244,-0.0613,137
-0.6048,0.5533100000000001,137
-0.285,-0.82806,137
-0.1755,0.00183,137
-0.42200000000000004,0.32374,137
-0.2745,0.8643200000000001,137
-0.3083,-0.37838,137
-0.3164,0.25584,137
-0.4985,-0.64153,138
-0.3593,-0.4312,138
-0.3366,-1.0564,138
-0.1314,-0.3225,138
-0.5979,0.12709,138
-0.2547,0.18857000000000002,138
-0.6148,-0.54208,138
-0.4529,0.2148,138
-0.3521,-0.95667,140
-0.3793,-0.2618,140
-0.2679,-1.0656,140
0.3354,-0.43628999999999996,140
-0.3397,0.26955999999999997,140
0.2787,0.2764,140
-0.2538,-1.1340000000000001,140
-0.1501,-0.16174000000000002,140
-0.8102,-0.00106,141
-0.6787,0.4991,141
-0.8705,-0.7974100000000001,141
-0.9226,-0.08797999999999999,141
-1.1049,-0.36587,141
-0.7491,0.8465,141
-0.9996,-0.46978000000000003,141
-1.0158,0.1289,141
-0.4925,1.5799,145
-0.4946,2.0588,145
-0.4025,0.6953699999999999,145
-0.5626,1.0794,145
-0.5015,1.3474,145
-0.444,1.7091,145
-0.4561,1.0743,145
-0.5974,1.8459999999999999,145
-0.3801,-1.489,146
-0.1145,-1.4015,146
-0.0875,-1.7793,146
0.1386,-1.3302,146
-0.3782,-1.1258,146
0.1128,-0.78003,146
-0.28800000000000003,-1.8796,146
-0.1019,-0.98755,146
-0.3655,-0.53305,148
-0.4474,-0.3746,148
0.0727,-0.99721,148
0.1718,-0.74848,148
-0.1276,-0.3415,148
0.2141,0.03439,148
0.1172,-1.2021,148
0.1312,-0.20968,148
-0.8573,-0.57575,150
-0.6518,-0.2875,150
-0.4731,-0.69931,150
-0.5712,-0.29233000000000003,150
-0.8243,-0.0512,150
-0.4287,0.04305,150
-0.6284,-0.72918,150
-0.6609999999999999,-0.04158,150
-0.5756,-0.32857,152
-0.4726,-0.3927,152
-0.344,-0.8136899999999999,152
-0.3801,-0.60707,152
-0.5626,0.26866,152
-0.1283,0.22125,152
-0.3205,-0.40918000000000004,152
-0.3321,-0.07537,152
-0.4597,-0.18775,154
-0.5662,0.13223,154
-0.0641,-0.84501,154
-0.2975,-0.00015,154
-0.2815,0.02815,154
-0.11199999999999999,0.7077100000000001,154
-0.3711,-0.9101799999999999,154
-0.3526,0.06746,154
-0.4204,0.5533100000000001,159
-0.6982,1.431,159
-0.4903,0.26333,159
-0.6496,0.85277,159
-0.4624,0.95655,159
-0.4979,1.1998,159
-0.3582,0.93966,159
-0.6794,0.88631,159
-0.2709,1.6005,163
-0.5242,2.5887,163
-0.0031,1.4277,163
0.0183,2.0227,163
-0.4287,1.6339,163
-0.0755,2.8096,163
-0.1273,1.6023,163
-0.1067,2.2572,163
-0.3226,-0.71003,164
-0.4794,-0.4644,164
-0.1167,-1.3675,164
-0.0391,-0.8589100000000001,164
-0.2804,-0.51436,164
-0.0596,0.29412,164
-0.2742,-1.1931,164
-0.278,-0.35946,164
-0.3767,-0.37096999999999997,165
-0.3591,-0.1293,165
-0.0783,-0.84465,165
-0.1715,-0.61001,165
-0.1847,0.34258,165
-0.1877,0.40683,165
-0.2995,-0.87118,165
-0.1796,0.01204,165
-0.8313,0.68676,166
-1.2009999999999998,1.8689,166
-0.8606,-0.04609,166
-0.8114,1.3462,166
-0.8203,0.86195,166
-0.7022,1.9077,166
-0.7838,0.25413,166
-0.9968,1.7309,166
-0.5509,-0.56626,167
-0.4687,-0.4547,167
-0.1622,-0.60296,167
-0.2883,-0.5210600000000001,167
-0.556,-0.15646,167
-0.2462,0.10013,167
-0.3192,-0.48108,167
-0.327,-0.09712,167
-0.7365,0.15289,168
-0.3779,0.45997,168
-0.3486,-0.6746800000000001,168
-0.1878,-0.23063000000000003,168
-0.8142,0.11585999999999999,168
-0.0216,1.1264,168
-0.6121,-0.71638,168
-0.4564,0.12863,168
-0.6114,1.7289,169
-0.6892,2.1842,169
-0.5999,0.37675,169
-0.4474,1.5827,169
-0.8549,1.0404,169
-0.6572,1.6232,169
-0.7128,0.9935799999999999,169
-0.8471,1.3884,169
-0.9087,-0.32418,173
-0.8584,0.39807,173
-0.7771,-0.4362,173
-0.8276,-0.11785,173
-0.9740000000000001,-0.17218,173
-0.818,0.7086100000000001,173
-0.8895,-0.14897,173
-1.1409,0.6665300000000001,173
-0.1692,0.55685,178
-0.1809,1.0748,178
-0.28800000000000003,0.18602,178
-0.1832,0.46021999999999996,178
-0.0847,0.9031899999999999,178
-0.1008,1.2587,178
-0.2438,0.6249,178
-0.2498,0.90055,178
-0.0964,2.032,179
-0.2736,2.7541,179
-0.1026,1.2774,179
0.0657,2.0989,179
-0.0952,1.7013,179
-0.0058,2.7327,179
-0.0617,2.0378,179
-0.1539,2.5279,179
-0.5412,0.11010999999999999,180
-0.5961,0.3096,180
-0.4211,-0.8893700000000001,180
-0.3246,0.06179,180
-0.6541,0.2243,180
-0.3411,0.49846,180
-0.4532,-0.55678,180
-0.5139,-0.030039999999999997,180
-0.4036,-0.7614,181
-0.2396,-0.569,181
-0.2387,-0.92781,181
-0.2996,-0.67291,181
-0.4103,-0.4904,181
-0.1738,-0.09627000000000001,181
-0.3472,-1.1551,181
-0.3512,-0.27956,181
-0.5827,-0.34501,182
-0.5414,0.12894,182
-0.2817,-0.5492600000000001,182
-0.2436,0.21475999999999998,182
-0.6265,0.40765,182
-0.1569,0.8301,182
-0.331,-0.43348000000000003,182
-0.4894,0.41878999999999994,182
-0.7261,-1.2914,183
-0.8452,-0.7753,183
-0.6561,-1.183,183
-0.5888,-0.61459,183
-0.9047,-0.30832,183
-0.6376,-0.24514,183
-0.7347,-1.013,183
-0.7845,-0.31866,183
-0.1277,-0.60216,188
-0.2588,-0.5061,188
-0.1963,-0.91822,188
-0.0523,-0.8112,188
0.0705,-0.20756999999999998,188
-0.022000000000000002,0.040639999999999996,188
-0.168,-0.66528,188
0.0465,-0.16851,188
-1.1551,1.7236,191
-1.0373,2.3411,191
-0.8755,1.2570000000000001,191
-0.6558,1.8864,191
-0.937,1.9364,191
-0.5407,3.2281,191
-0.8654,1.8609,191
-0.8756,2.1422,191
-0.8724,2.0336,193
-0.9553,1.6166,193
-0.4182,1.3905,193
-0.3953,1.614,193
-0.8555,1.7981,193
-0.4836,2.5311,193
-0.5778,1.556,193
-0.6549,1.732,193
-0.1782,0.54992,196
-0.0937,0.5555100000000001,196
-0.3307,-0.30903,196
-0.5225,0.40873000000000004,196
-0.1433,0.69897,196
-0.3733,0.85615,196
-0.3795,-0.35388000000000003,196
-0.3289,0.3541,196
-0.6386,-0.7777,197
-0.7019,-0.4572,197
-0.6011,-0.7791600000000001,197
-0.5302,-0.39638,197
-0.8519,0.0723,197
-0.4295,0.25751,197
-0.6071,-0.8803799999999999,197
-0.5177,-0.051739999999999994,197
-0.5965,-0.6479600000000001,198
-0.6532,0.25073,198
-0.4831,-1.1714,198
-0.6031,-0.13932,198
-0.6153,0.04823,198
-0.5659,0.41267,198
-0.5934,-0.77678,198
-0.7204,0.37548000000000004,198
-0.3729,-0.17735,206
-0.3621,0.11334000000000001,206
-0.2311,-0.35813,206
-0.4383,0.37696999999999997,206
-0.3385,0.7339100000000001,206
-0.3472,0.5743,206
-0.4591,-0.37268,206
-0.5274,0.2277,206
-0.7805,-0.39421999999999996,207
-0.7498,-0.0689,207
-0.5826,-0.87523,207
-0.4416,-0.26253000000000004,207
-0.8838,0.15044000000000002,207
-0.5286,0.27528,207
-0.7591,-0.8672799999999999,207
-0.5475,0.06765,207
-0.5389,-0.07107999999999999,208
-0.5885,0.0142,208
-0.4145,-0.65358,208
-0.3476,-0.32981,208
-0.408,0.01366,208
-0.2076,0.14783,208
-0.4729,-0.5405800000000001,208
-0.4342,0.11437,208
-0.4775,0.16735999999999998,209
-0.6686,1.044,209
-0.45799999999999996,-0.34031,209
-0.5103,1.0539,209
-0.6215,0.15529,209
-0.5138,1.2862,209
-0.4731,0.57355,209
-0.6378,0.90064,209
-0.5895,1.1192,210
-0.6734,1.5239,210
-0.5072,0.35244000000000003,210
-0.5091,0.75246,210
-0.7569,1.1440000000000001,210
-0.5718,1.7429,210
-0.6219,0.7668699999999999,210
-0.6766,1.0863,210
-0.0043,0.4364,211
0.2029,1.6740000000000002,211
-0.212,-0.17123,211
-0.1027,1.193,211
-0.1803,0.9516,211
-0.1521,2.0446,211
-0.1899,-0.1295,211
-0.1964,1.2443,211
-0.8141,-0.52172,213
-0.8907,-0.1822,213
-0.8697,-0.97415,213
-0.753,-0.20718000000000003,213
-1.11,-0.09437999999999999,213
-0.8882,0.34462,213
-0.9592,-0.79018,213
-1.1187,-0.031830000000000004,213
-0.7879,2.2502,216
-0.8216,1.9087,216
-0.5019,0.9804200000000001,216
-0.5941,1.2728,216
-1.021,1.5969,216
-0.6807,1.6280000000000001,216
-0.7133,0.8962399999999999,216
-0.7109,0.9222100000000001,216
-0.7185,-1.1674,218
-0.8074,-0.7331,218
-0.5216,-1.1074,218
-0.2042,-1.0445,218
